TransactionID,PaymentMethod,Datetime,Amount,Status,CustomerID
TR0871,Bank Transfer,2022/4/11,450.89,Declined,CID1337
TR0872,Credit Card,2023/6/21,490.89,Finished,CID1774
TR0873,Apple Pay,2022/2/8,273.41,Declined,CID1386
TR0874,Apple Pay,2022/6/19,61.62,Finished,CID1099
TR0875,Credit Card,2023/12/25,380.29,Declined,CID1088
TR0876,Credit Card,2023/8/9,64.01,Finished,CID1542
TR0877,Bank Transfer,2023/9/24,478.83,Finished,CID1405
TR0878,Credit Card,2023/12/2,168.76,Finished,CID1466
TR0879,Apple Pay,2023/11/22,484.36,Finished,CID1801
TR0880,Credit Card,2022/3/9,308.4,Finished,CID1462
TR0881,Apple Pay,2023/12/11,318.11,Declined,CID1617
TR0882,Apple Pay,2022/5/22,109.08,Finished,CID1399
TR0883,Apple Pay,2023/9/27,253.9,Declined,CID1285
TR0884,Bank Transfer,2023/7/25,163.85,Finished,CID1882
TR0885,Bank Transfer,2022/8/31,143.68,Declined,CID1289
TR0886,Apple Pay,2022/8/1,171.55,Finished,CID1678
TR0887,Credit Card,2023/8/1,180,Declined,CID1238
TR0888,Credit Card,2022/4/15,389.04,Declined,CID1365
TR0889,Credit Card,2022/9/5,332.02,Declined,CID1875
TR0890,Bank Transfer,2022/8/14,75.2,Declined,CID1465
TR0891,Credit Card,2023/4/24,430.26,Declined,CID1643
TR0892,Bank Transfer,2023/3/15,282.99,Declined,CID1892
TR0893,Credit Card,2023/7/6,252.33,Declined,CID1575
TR0894,Credit Card,2023/11/27,474.11,Declined,CID1078
TR0895,Credit Card,2023/7/13,119.8,Declined,CID1440
TR0896,Apple Pay,2022/10/2,207.15,Declined,CID1261
TR0897,Bank Transfer,2023/8/2,355.16,Finished,CID1353
TR0898,Credit Card,2022/4/21,432.36,Finished,CID1847
TR0899,Credit Card,2023/7/27,63.33,Finished,CID1140
TR0900,Bank Transfer,2023/6/14,402,Finished,CID1380
TR0901,Credit Card,2023/6/28,46.1,Declined,CID1886
TR0902,Bank Transfer,2023/9/28,327.42,Finished,CID1779
TR0903,Bank Transfer,2023/2/16,430.28,Finished,CID1620
TR0904,Apple Pay,2023/7/1,443.1,Finished,CID1788
TR0905,Apple Pay,2023/6/29,22.04,Declined,CID1479
TR0906,Credit Card,2023/1/12,139.94,Declined,CID1005
TR0907,Apple Pay,2022/10/15,203.52,Finished,CID1146
TR0908,Bank Transfer,2023/6/15,337.01,Declined,CID1652
TR0909,Bank Transfer,2023/7/15,373.59,Finished,CID1429
TR0910,Apple Pay,2023/1/2,79.84,Declined,CID1886
TR0911,Bank Transfer,2022/5/29,89.83,Declined,CID1714
TR0912,Apple Pay,2022/1/27,224.96,Finished,CID1336
TR0913,Bank Transfer,2022/9/8,208.18,Finished,CID1205
TR0914,Apple Pay,2023/9/25,84.22,Declined,CID1226
TR0915,Apple Pay,2022/11/11,285.84,Declined,CID1303
TR0916,Bank Transfer,2023/4/16,277.73,Finished,CID1430
TR0917,Apple Pay,2023/2/20,422.07,Declined,CID1744
TR0918,Bank Transfer,2023/1/15,323.6,Finished,CID1876
TR0919,Credit Card,2023/2/13,107.87,Declined,CID1490
TR0920,Apple Pay,2023/9/22,450.52,Finished,CID1220
TR0921,Bank Transfer,2022/8/28,285.64,Declined,CID1852
TR0922,Apple Pay,2022/10/29,456.78,Declined,CID1390
TR0923,Apple Pay,2022/6/18,448.36,Finished,CID1367
TR0924,Credit Card,2022/8/8,339.51,Declined,CID1440
TR0925,Apple Pay,2023/12/23,54.55,Finished,CID1452
TR0926,Bank Transfer,2022/9/24,486.44,Finished,CID1596
TR0927,Apple Pay,2022/12/23,383.45,Declined,CID1329
TR0928,Bank Transfer,2023/6/12,103.72,Declined,CID1828
TR0929,Bank Transfer,2022/10/8,477.89,Declined,CID1291
TR0930,Credit Card,2023/9/21,171.8,Declined,CID1717
TR0931,Apple Pay,2022/7/30,460.09,Finished,CID1849
TR0932,Bank Transfer,2023/1/1,214.55,Declined,CID1107
TR0933,Bank Transfer,2022/5/26,271.11,Finished,CID1666
TR0934,Apple Pay,2023/4/15,443.56,Declined,CID1261
TR0935,Credit Card,2023/1/2,249.46,Declined,CID1600
TR0936,Credit Card,2022/12/9,176.44,Finished,CID1190
TR0937,Bank Transfer,2022/2/28,13.56,Declined,CID1793
TR0938,Credit Card,2022/3/1,197.38,Declined,CID1766
TR0939,Bank Transfer,2022/1/18,42.45,Declined,CID1897
TR0940,Bank Transfer,2023/11/25,180.63,Finished,CID1173
TR0941,Credit Card,2023/7/17,27.62,Finished,CID1581
TR0942,Credit Card,2023/1/25,105.66,Declined,CID1204
TR0943,Bank Transfer,2022/7/22,69.52,Finished,CID1492
TR0944,Apple Pay,2023/3/22,125.07,Declined,CID1116
TR0945,Apple Pay,2022/8/14,435.59,Finished,CID1148
TR0946,Bank Transfer,2022/2/26,224.21,Finished,CID1070
TR0947,Bank Transfer,2023/4/9,242.6,Declined,CID1295
TR0948,Bank Transfer,2023/4/20,285.11,Declined,CID1146
TR0949,Credit Card,2023/9/7,464.77,Finished,CID1798
TR0950,Apple Pay,2023/5/27,121.62,Declined,CID1804
TR0951,Credit Card,2023/9/26,469.7,Declined,CID1777
TR0952,Apple Pay,2022/9/18,247.7,Declined,CID1578
TR0953,Bank Transfer,2023/7/14,51.23,Declined,CID1527
TR0954,Apple Pay,2023/10/17,371.17,Declined,CID1741
TR0955,Credit Card,2022/8/5,140.98,Declined,CID1572
TR0956,Credit Card,2023/9/10,493.18,Declined,CID1371
TR0957,Apple Pay,2022/12/14,367.07,Declined,CID1359
TR0958,Apple Pay,2022/12/10,299.16,Declined,CID1282
TR0959,Apple Pay,2022/11/15,138.07,Declined,CID1017
TR0960,Apple Pay,2023/7/2,291.14,Finished,CID1586
TR0961,Bank Transfer,2022/3/6,67.75,Declined,CID1530
TR0962,Apple Pay,2022/3/28,365.84,Finished,CID1520
TR0963,Apple Pay,2022/8/14,227.71,Finished,CID1310
TR0964,Credit Card,2023/6/16,273.99,Finished,CID1460
TR0965,Bank Transfer,2022/4/6,436.26,Declined,CID1896
TR0966,Credit Card,2022/1/24,256.9,Declined,CID1166
TR0967,Credit Card,2022/12/7,84.32,Finished,CID1640
TR0968,Bank Transfer,2023/6/4,251.65,Finished,CID1194
TR0969,Credit Card,2022/7/16,184.33,Finished,CID1622
TR0970,Apple Pay,2023/2/12,19.63,Declined,CID1337
TR0971,Credit Card,2022/5/1,168.68,Finished,CID1730
TR0972,Bank Transfer,2023/9/25,36.66,Declined,CID1889
TR0973,Bank Transfer,2023/10/10,69.84,Finished,CID1777
TR0974,Apple Pay,2023/4/6,238.28,Finished,CID1612
TR0975,Apple Pay,2023/7/20,306.86,Declined,CID1889
TR0976,Apple Pay,2022/1/1,165.67,Declined,CID1563
TR0977,Bank Transfer,2023/3/3,486.7,Finished,CID1225
TR0978,Bank Transfer,2023/12/2,461.05,Finished,CID1831
TR0979,Bank Transfer,2023/4/13,207.16,Finished,CID1084
TR0980,Credit Card,2023/4/11,431.27,Declined,CID1456
TR0981,Bank Transfer,2022/1/25,174.38,Finished,CID1207
TR0982,Credit Card,2022/10/31,422.11,Declined,CID1871
TR0983,Apple Pay,2023/10/24,270.47,Finished,CID1249
TR0984,Credit Card,2022/6/17,111.64,Finished,CID1172
TR0985,Bank Transfer,2022/11/13,292.22,Finished,CID1728
TR0986,Credit Card,2023/12/10,107.7,Declined,CID1311
TR0987,Bank Transfer,2022/2/6,346.51,Declined,CID1859
TR0988,Bank Transfer,2022/11/5,172.66,Declined,CID1875
TR0989,Bank Transfer,2022/8/6,389.82,Finished,CID1522
TR0990,Credit Card,2022/4/1,369.15,Declined,CID1252
TR0991,Bank Transfer,2023/6/20,385.43,Finished,CID1755
TR0992,Bank Transfer,2023/3/22,225.67,Finished,CID1819
TR0993,Bank Transfer,2023/7/29,241.01,Declined,CID1099
TR0994,Credit Card,2023/9/16,415,Declined,CID1277
TR0995,Bank Transfer,2023/5/22,381.69,Finished,CID1088
TR0996,Apple Pay,2023/7/25,150.43,Finished,CID1327
TR0997,Bank Transfer,2023/7/29,409.98,Declined,CID1441
TR0998,Apple Pay,2022/11/1,440.8,Declined,CID1434
TR0999,Credit Card,2022/2/26,34.87,Declined,CID1575
TR1000,Apple Pay,2022/8/11,13.82,Finished,CID1187
TR1001,Apple Pay,2022/7/22,319.63,Finished,CID1396
TR1002,Apple Pay,2023/9/21,180.11,Declined,CID1689
TR1003,Bank Transfer,2022/4/12,217.64,Finished,CID1618
TR1004,Bank Transfer,2022/5/26,18.68,Declined,CID1767
TR1005,Apple Pay,2022/7/25,413.07,Finished,CID1334
TR1006,Apple Pay,2023/5/11,107.05,Finished,CID1385
TR1007,Bank Transfer,2023/8/4,446.73,Declined,CID1148
TR1008,Bank Transfer,2023/11/15,445.58,Declined,CID1854
TR1009,Bank Transfer,2023/7/27,353,Declined,CID1542
TR1010,Credit Card,2022/4/21,304.77,Finished,CID1234
TR1011,Apple Pay,2023/12/13,342.6,Finished,CID1085
TR1012,Apple Pay,2022/5/19,301.74,Finished,CID1014
TR1013,Bank Transfer,2022/6/24,224.37,Declined,CID1398
TR1014,Credit Card,2022/12/28,395.91,Declined,CID1456
TR1015,Bank Transfer,2023/3/11,289.38,Finished,CID1661
TR1016,Bank Transfer,2022/3/31,361.47,Finished,CID1893
TR1017,Bank Transfer,2022/8/25,28.24,Finished,CID1223
TR1018,Apple Pay,2022/12/5,253.62,Finished,CID1020
TR1019,Apple Pay,2023/3/27,277.22,Declined,CID1273
TR1020,Bank Transfer,2023/11/7,119.24,Declined,CID1203
TR1021,Credit Card,2023/12/27,109.66,Declined,CID1744
TR1022,Apple Pay,2023/7/28,312.76,Finished,CID1569
TR1023,Apple Pay,2023/1/3,473.73,Declined,CID1602
TR1024,Credit Card,2023/11/15,444.97,Finished,CID1189
TR1025,Bank Transfer,2022/6/6,163.41,Declined,CID1013
TR1026,Apple Pay,2022/5/29,157.59,Finished,CID1559
TR1027,Apple Pay,2022/4/3,252.17,Declined,CID1013
TR1028,Credit Card,2022/3/6,312.88,Finished,CID1160
TR1029,Apple Pay,2023/2/17,159.55,Declined,CID1568
TR1030,Apple Pay,2023/12/15,489,Finished,CID1647
TR1031,Apple Pay,2022/12/19,395.33,Declined,CID1555
TR1032,Credit Card,2022/4/26,54.12,Declined,CID1877
TR1033,Bank Transfer,2023/7/17,80.8,Declined,CID1749
TR1034,Credit Card,2023/12/6,21.32,Finished,CID1507
TR1035,Bank Transfer,2023/11/20,498.41,Declined,CID1270
TR1036,Credit Card,2023/7/17,498.58,Declined,CID1308
TR1037,Apple Pay,2023/1/20,216.03,Finished,CID1495
TR1038,Credit Card,2023/3/24,169.42,Declined,CID1344
TR1039,Credit Card,2023/5/27,476.17,Finished,CID1561
TR1040,Apple Pay,2022/9/30,419.67,Declined,CID1389
TR1041,Bank Transfer,2023/12/2,35.57,Finished,CID1286
TR1042,Bank Transfer,2022/12/8,433,Declined,CID1844
TR1043,Credit Card,2023/3/20,145.07,Declined,CID1795
TR1044,Bank Transfer,2022/11/23,119.55,Declined,CID1204
TR1045,Apple Pay,2022/4/10,200,Declined,CID1080
TR1046,Apple Pay,2023/3/23,177.74,Declined,CID1874
TR1047,Bank Transfer,2023/11/28,120.84,Finished,CID1466
TR1048,Bank Transfer,2023/8/26,478.55,Declined,CID1018
TR1049,Credit Card,2022/9/27,406.07,Finished,CID1503
TR1050,Bank Transfer,2023/4/13,130.68,Finished,CID1553
TR1051,Credit Card,2022/6/5,25.12,Finished,CID1110
TR1052,Apple Pay,2023/9/3,244.16,Declined,CID1318
TR1053,Apple Pay,2023/8/7,221.31,Declined,CID1844
TR1054,Bank Transfer,2022/10/29,399.28,Finished,CID1035
TR1055,Credit Card,2023/10/8,256.15,Finished,CID1680
TR1056,Credit Card,2022/3/22,434.33,Declined,CID1591
TR1057,Apple Pay,2022/4/29,287.1,Finished,CID1107
TR1058,Credit Card,2022/8/3,160.77,Finished,CID1586
TR1059,Credit Card,2023/10/20,353.26,Declined,CID1894
TR1060,Credit Card,2022/8/1,418.83,Finished,CID1317
TR1061,Apple Pay,2023/11/28,488.03,Declined,CID1097
TR1062,Bank Transfer,2022/1/6,474.33,Declined,CID1578
TR1063,Credit Card,2023/7/13,319.25,Declined,CID1504
TR1064,Bank Transfer,2022/2/1,57.58,Finished,CID1801
TR1065,Bank Transfer,2022/2/6,47.24,Finished,CID1421
TR1066,Credit Card,2023/6/3,181.61,Declined,CID1379
TR1067,Bank Transfer,2022/9/30,40.18,Declined,CID1328
TR1068,Bank Transfer,2022/2/10,295.05,Finished,CID1652
TR1069,Apple Pay,2022/8/11,366.98,Declined,CID1794
TR1070,Apple Pay,2022/4/7,496.51,Declined,CID1856
TR1071,Bank Transfer,2023/10/24,86.46,Declined,CID1174
TR1072,Apple Pay,2022/7/29,326.81,Declined,CID1719
TR1073,Credit Card,2023/10/20,312.37,Declined,CID1011
TR1074,Bank Transfer,2023/1/1,229.14,Declined,CID1874
TR1075,Credit Card,2022/9/25,118.43,Finished,CID1870
TR1076,Bank Transfer,2023/9/1,217.67,Finished,CID1651
TR1077,Credit Card,2023/2/9,406.14,Finished,CID1259
TR1078,Apple Pay,2022/5/13,78.66,Declined,CID1745
TR1079,Bank Transfer,2022/3/10,222.13,Declined,CID1529
TR1080,Bank Transfer,2023/8/22,21.57,Finished,CID1866
TR1081,Bank Transfer,2023/6/1,389.55,Declined,CID1414
TR1082,Apple Pay,2023/4/10,260.83,Declined,CID1184
TR1083,Apple Pay,2022/6/1,202.28,Declined,CID1350
TR1084,Credit Card,2022/7/25,349.17,Declined,CID1556
TR1085,Credit Card,2022/10/6,276.12,Finished,CID1305
TR1086,Bank Transfer,2022/9/27,195.86,Declined,CID1199
TR1087,Apple Pay,2023/10/15,499.46,Declined,CID1303
TR1088,Bank Transfer,2022/6/5,220.91,Declined,CID1267
TR1089,Credit Card,2023/2/14,331.97,Finished,CID1285
TR1090,Apple Pay,2022/5/26,470.87,Declined,CID1695
TR1091,Bank Transfer,2022/10/22,24.43,Declined,CID1128
TR1092,Apple Pay,2023/10/4,254.76,Finished,CID1321
TR1093,Credit Card,2022/11/28,119.03,Declined,CID1474
TR1094,Bank Transfer,2023/5/11,139.16,Declined,CID1548
TR1095,Credit Card,2023/1/23,308.29,Finished,CID1597
TR1096,Credit Card,2022/1/25,398.12,Declined,CID1071
TR1097,Credit Card,2023/6/6,148.79,Declined,CID1652
TR1098,Bank Transfer,2022/8/28,202.35,Declined,CID1477
TR1099,Apple Pay,2023/5/16,125.65,Declined,CID1252
TR1100,Credit Card,2022/4/28,286.73,Declined,CID1548
TR1101,Apple Pay,2022/9/11,453.06,Declined,CID1784
TR1102,Apple Pay,2023/3/28,278.51,Finished,CID1506
TR1103,Apple Pay,2023/4/20,236.38,Finished,CID1514
TR1104,Credit Card,2023/9/20,57.5,Finished,CID1440
TR1105,Bank Transfer,2022/11/28,252.53,Declined,CID1194
TR1106,Bank Transfer,2022/8/20,464.91,Declined,CID1052
TR1107,Apple Pay,2023/7/15,446.13,Declined,CID1837
TR1108,Bank Transfer,2022/1/7,32.42,Finished,CID1842
TR1109,Credit Card,2023/9/9,461.28,Finished,CID1701
TR1110,Apple Pay,2022/3/13,68.51,Finished,CID1624
TR1111,Credit Card,2023/11/17,13.99,Finished,CID1311
TR1112,Credit Card,2023/2/1,283.23,Declined,CID1373
TR1113,Credit Card,2022/5/7,368.62,Declined,CID1791
TR1114,Credit Card,2022/7/31,410.13,Finished,CID1104
TR1115,Credit Card,2023/12/22,19.38,Finished,CID1892
TR1116,Apple Pay,2023/5/17,119.66,Finished,CID1852
TR1117,Bank Transfer,2023/3/8,494.09,Finished,CID1307
TR1118,Credit Card,2023/12/19,111.29,Declined,CID1264
TR1119,Bank Transfer,2022/6/2,232.52,Declined,CID1046
TR1120,Credit Card,2022/4/24,241.93,Finished,CID1472
TR1121,Apple Pay,2022/7/20,432.97,Declined,CID1588
TR1122,Bank Transfer,2022/9/13,197.51,Declined,CID1339
TR1123,Credit Card,2023/7/29,495.07,Finished,CID1856
TR1124,Apple Pay,2022/11/16,97.94,Declined,CID1111
TR1125,Bank Transfer,2022/6/6,83.21,Finished,CID1757
TR1126,Apple Pay,2023/3/21,164.99,Declined,CID1326
TR1127,Credit Card,2022/4/17,493.47,Declined,CID1067
TR1128,Credit Card,2023/5/13,82.34,Finished,CID1343
TR1129,Credit Card,2023/6/16,408.34,Finished,CID1332
TR1130,Bank Transfer,2023/1/23,338.7,Finished,CID1585
TR1131,Credit Card,2023/1/22,202.1,Declined,CID1433
TR1132,Credit Card,2023/5/21,19.45,Declined,CID1008
TR1133,Apple Pay,2022/11/21,359.27,Finished,CID1552
TR1134,Bank Transfer,2023/10/19,84.64,Declined,CID1657
TR1135,Bank Transfer,2022/6/17,263.27,Declined,CID1358
TR1136,Apple Pay,2023/11/23,15.24,Finished,CID1110
TR1137,Apple Pay,2022/10/5,315.51,Finished,CID1539
TR1138,Bank Transfer,2022/6/27,240.54,Declined,CID1172
TR1139,Credit Card,2022/3/31,395.88,Declined,CID1469
TR1140,Credit Card,2023/12/16,138.01,Declined,CID1823
TR1141,Bank Transfer,2023/9/4,213.53,Declined,CID1827
TR1142,Apple Pay,2022/9/29,155.31,Declined,CID1004
TR1143,Apple Pay,2022/12/10,352.04,Declined,CID1149
TR1144,Apple Pay,2023/8/4,202.79,Declined,CID1720
TR1145,Credit Card,2022/3/2,229.34,Finished,CID1219
TR1146,Credit Card,2022/5/17,37.02,Declined,CID1338
TR1147,Bank Transfer,2023/3/9,456.73,Finished,CID1577
TR1148,Bank Transfer,2022/12/18,79.21,Finished,CID1535
TR1149,Bank Transfer,2022/1/8,357.98,Finished,CID1451
TR1150,Apple Pay,2023/11/7,194.98,Finished,CID1208
TR1151,Apple Pay,2022/11/21,135.25,Finished,CID1088
TR1152,Credit Card,2022/10/20,403.42,Finished,CID1332
TR1153,Credit Card,2022/10/11,330.41,Finished,CID1226
TR1154,Bank Transfer,2023/11/19,323.74,Finished,CID1642
TR1155,Credit Card,2023/3/22,356.99,Finished,CID1341
TR1156,Bank Transfer,2022/2/16,354.87,Declined,CID1198
TR1157,Apple Pay,2022/2/13,43.45,Declined,CID1743
TR1158,Credit Card,2023/3/10,356.23,Finished,CID1650
TR1159,Credit Card,2023/8/26,216.53,Declined,CID1235
TR1160,Apple Pay,2022/5/25,497.29,Declined,CID1498
TR1161,Apple Pay,2022/5/29,187.72,Finished,CID1114
TR1162,Credit Card,2022/10/19,105.89,Finished,CID1032
TR1163,Bank Transfer,2023/11/5,138.67,Finished,CID1528
TR1164,Apple Pay,2022/4/24,193.12,Finished,CID1320
TR1165,Bank Transfer,2023/6/26,458.9,Finished,CID1199
TR1166,Credit Card,2023/9/15,468.72,Declined,CID1039
TR1167,Apple Pay,2023/9/8,459.53,Declined,CID1273
TR1168,Bank Transfer,2022/7/19,335.76,Declined,CID1826
TR1169,Bank Transfer,2023/1/8,214.77,Finished,CID1508
TR1170,Credit Card,2023/1/6,203.16,Declined,CID1709
TR1171,Bank Transfer,2023/12/20,145.8,Declined,CID1456
TR1172,Bank Transfer,2023/11/3,270.4,Declined,CID1451
TR1173,Apple Pay,2022/3/10,59.67,Declined,CID1445
TR1174,Apple Pay,2023/3/1,32.78,Declined,CID1404
TR1175,Apple Pay,2023/6/21,141.72,Finished,CID1230
TR1176,Apple Pay,2022/5/15,403.56,Declined,CID1598
TR1177,Apple Pay,2022/11/28,441.88,Finished,CID1521
TR1178,Credit Card,2022/12/16,149.57,Declined,CID1149
TR1179,Credit Card,2022/5/1,311.02,Finished,CID1808
TR1180,Credit Card,2023/2/5,185.36,Finished,CID1173
TR1181,Credit Card,2022/12/11,147.9,Finished,CID1385
TR1182,Credit Card,2022/9/10,77.9,Finished,CID1751
TR1183,Bank Transfer,2023/5/30,290.3,Declined,CID1616
TR1184,Bank Transfer,2023/11/26,394.49,Declined,CID1314
TR1185,Bank Transfer,2022/5/8,351.55,Finished,CID1119
TR1186,Credit Card,2023/9/7,51.75,Finished,CID1851
TR1187,Apple Pay,2023/10/4,36.38,Declined,CID1255
TR1188,Apple Pay,2022/7/24,298.51,Finished,CID1272
TR1189,Credit Card,2023/2/21,416.11,Declined,CID1408
TR1190,Bank Transfer,2023/8/28,164.42,Finished,CID1066
TR1191,Apple Pay,2022/5/18,212.82,Finished,CID1305
TR1192,Credit Card,2022/11/12,305.53,Declined,CID1460
TR1193,Bank Transfer,2022/9/25,467.59,Finished,CID1193
TR1194,Apple Pay,2023/5/9,483.62,Finished,CID1074
TR1195,Credit Card,2022/11/12,155.93,Finished,CID1897
TR1196,Apple Pay,2023/7/14,327.17,Finished,CID1051
TR1197,Apple Pay,2022/3/14,225.63,Declined,CID1159
TR1198,Bank Transfer,2023/11/5,132.92,Declined,CID1862
TR1199,Apple Pay,2022/12/17,286.91,Declined,CID1385
TR1200,Credit Card,2023/10/10,77.47,Finished,CID1080
TR1201,Credit Card,2022/6/25,286.06,Declined,CID1530
TR1202,Apple Pay,2023/9/7,417.63,Declined,CID1273
TR1203,Bank Transfer,2022/12/12,303.91,Finished,CID1113
TR1204,Bank Transfer,2022/5/4,262.18,Finished,CID1835
TR1205,Credit Card,2022/10/21,363.57,Declined,CID1411
TR1206,Credit Card,2022/4/5,183.09,Declined,CID1232
TR1207,Apple Pay,2023/9/27,190.59,Declined,CID1072
TR1208,Apple Pay,2022/12/19,462.21,Finished,CID1550
TR1209,Credit Card,2023/10/10,313.23,Declined,CID1481
TR1210,Credit Card,2023/10/13,314.7,Finished,CID1320
TR1211,Credit Card,2022/7/7,478.83,Declined,CID1771
TR1212,Credit Card,2022/5/11,467.12,Declined,CID1754
TR1213,Bank Transfer,2023/6/22,205.27,Declined,CID1790
TR1214,Bank Transfer,2022/4/22,269.95,Declined,CID1652
TR1215,Apple Pay,2022/2/6,22.63,Finished,CID1254
TR1216,Bank Transfer,2022/1/7,263.5,Finished,CID1095
TR1217,Credit Card,2023/2/17,21.74,Declined,CID1095
TR1218,Bank Transfer,2022/11/9,171.27,Finished,CID1275
TR1219,Apple Pay,2022/9/22,97.85,Declined,CID1664
TR1220,Apple Pay,2022/8/10,248.47,Finished,CID1519
TR1221,Bank Transfer,2023/9/17,497.15,Finished,CID1727
TR1222,Credit Card,2022/12/24,494.65,Finished,CID1003
TR1223,Credit Card,2022/3/29,197.34,Finished,CID1641
TR1224,Apple Pay,2023/9/18,76.37,Finished,CID1632
TR1225,Credit Card,2022/5/21,100.3,Declined,CID1069
TR1226,Bank Transfer,2023/4/3,20.3,Declined,CID1889
TR1227,Credit Card,2022/2/13,192.51,Declined,CID1016
TR1228,Bank Transfer,2022/12/28,363.3,Finished,CID1889
TR1229,Apple Pay,2023/4/23,452.46,Declined,CID1887
TR1230,Apple Pay,2022/11/30,346.78,Finished,CID1775
TR1231,Apple Pay,2023/3/7,227.97,Finished,CID1635
TR1232,Credit Card,2023/11/26,63.57,Declined,CID1876
TR1233,Bank Transfer,2022/4/18,380.64,Declined,CID1199
TR1234,Bank Transfer,2023/12/29,204.68,Declined,CID1514
TR1235,Bank Transfer,2022/3/8,313.73,Declined,CID1496
TR1236,Credit Card,2023/7/20,49.79,Declined,CID1153
TR1237,Apple Pay,2023/6/13,315,Declined,CID1630
TR1238,Credit Card,2023/5/25,124.2,Declined,CID1747
TR1239,Bank Transfer,2023/5/7,251.74,Finished,CID1425
TR1240,Credit Card,2023/7/27,128.87,Declined,CID1166
TR1241,Credit Card,2022/4/24,130.77,Finished,CID1332
TR1242,Bank Transfer,2023/4/8,440.28,Finished,CID1199
TR1243,Apple Pay,2023/2/19,394.33,Declined,CID1257
TR1244,Apple Pay,2022/11/17,410.31,Declined,CID1847
TR1245,Bank Transfer,2023/1/5,324.91,Finished,CID1390
TR1246,Bank Transfer,2022/4/24,90.92,Declined,CID1494
TR1247,Bank Transfer,2023/4/19,119.3,Finished,CID1016
TR1248,Bank Transfer,2022/4/10,329.64,Finished,CID1034
TR1249,Apple Pay,2022/6/6,37.78,Finished,CID1631
TR1250,Apple Pay,2022/3/10,193.01,Declined,CID1821
TR1251,Bank Transfer,2022/10/30,293.06,Declined,CID1859
TR1252,Bank Transfer,2023/5/29,139.66,Finished,CID1105
TR1253,Credit Card,2022/5/8,463.86,Finished,CID1299
TR1254,Apple Pay,2023/2/11,133.62,Declined,CID1065
TR1255,Credit Card,2022/9/14,402.95,Declined,CID1324
TR1256,Credit Card,2023/5/10,449.27,Finished,CID1390
TR1257,Bank Transfer,2023/12/4,54.62,Declined,CID1405
TR1258,Credit Card,2023/12/26,39.14,Declined,CID1466
TR1259,Bank Transfer,2023/10/26,23.62,Finished,CID1716
TR1260,Bank Transfer,2023/3/11,183.04,Declined,CID1015
TR1261,Credit Card,2023/7/26,67.5,Finished,CID1745
TR1262,Credit Card,2023/9/11,166.13,Declined,CID1611
TR1263,Bank Transfer,2022/6/8,352.38,Finished,CID1824
TR1264,Apple Pay,2023/3/3,145.43,Finished,CID1780
TR1265,Credit Card,2022/6/20,464.18,Finished,CID1033
TR1266,Apple Pay,2022/10/13,82.35,Finished,CID1007
TR1267,Bank Transfer,2023/8/16,470.98,Finished,CID1760
TR1268,Apple Pay,2023/9/4,431.84,Declined,CID1409
TR1269,Apple Pay,2023/10/6,196.73,Declined,CID1817
TR1270,Bank Transfer,2022/5/20,72.7,Finished,CID1177
TR1271,Apple Pay,2023/1/16,153.44,Declined,CID1367
TR1272,Credit Card,2022/12/6,56.67,Declined,CID1310
TR1273,Bank Transfer,2022/12/22,43.65,Finished,CID1873
TR1274,Apple Pay,2023/12/26,47.9,Finished,CID1507
TR1275,Credit Card,2023/8/5,124.93,Finished,CID1489
TR1276,Bank Transfer,2023/3/12,235.38,Finished,CID1871
TR1277,Bank Transfer,2023/5/8,346.01,Finished,CID1196
TR1278,Credit Card,2023/2/13,438.6,Declined,CID1041
TR1279,Bank Transfer,2023/8/9,215.32,Finished,CID1199
TR1280,Apple Pay,2023/5/3,161.18,Declined,CID1291
TR1281,Apple Pay,2022/12/27,293.14,Declined,CID1389
TR1282,Bank Transfer,2022/10/4,119.7,Declined,CID1440
TR1283,Apple Pay,2023/11/10,201.34,Finished,CID1142
TR1284,Apple Pay,2023/2/26,411.25,Finished,CID1227
TR1285,Credit Card,2022/12/30,83.5,Finished,CID1419
TR1286,Bank Transfer,2022/4/3,295.6,Finished,CID1584
TR1287,Apple Pay,2023/1/21,61.91,Finished,CID1618
TR1288,Apple Pay,2023/8/16,85.59,Declined,CID1588
TR1289,Bank Transfer,2022/6/5,187.36,Declined,CID1517
TR1290,Bank Transfer,2023/12/14,163.54,Declined,CID1840
TR1291,Credit Card,2023/1/29,455.8,Declined,CID1777
TR1292,Bank Transfer,2022/11/14,215.88,Declined,CID1553
TR1293,Credit Card,2022/4/12,415.57,Declined,CID1456
TR1294,Bank Transfer,2023/4/2,69.89,Finished,CID1418
TR1295,Credit Card,2023/8/22,211.13,Finished,CID1487
TR1296,Bank Transfer,2022/1/24,135.58,Finished,CID1675
TR1297,Apple Pay,2023/4/11,321.72,Declined,CID1268
TR1298,Credit Card,2022/7/3,290.31,Finished,CID1804
TR1299,Bank Transfer,2023/8/16,163.79,Finished,CID1443
TR1300,Bank Transfer,2023/5/5,234.26,Finished,CID1708
TR1301,Apple Pay,2022/12/19,308.52,Finished,CID1358
TR1302,Apple Pay,2022/12/18,212.55,Finished,CID1117
TR1303,Apple Pay,2022/12/6,277.67,Declined,CID1291
TR1304,Bank Transfer,2023/6/26,23.2,Declined,CID1473
TR1305,Bank Transfer,2023/11/10,193.23,Finished,CID1517
TR1306,Bank Transfer,2022/1/18,87.72,Declined,CID1435
